tid,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
828,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,100%,1patients,al_ami-2
829,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,1patients,al_ami-3
830,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,,0patients,al_ami-4
831,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,100%,1patients,al_ami-5
832,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
833,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
834,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,84%,19patients,al_hf-1
835,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,89%,28patients,al_hf-2
836,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),75%,4patients,al_hf-3
837,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,4patients,al_hf-4
838,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,89%,47patients,al_pn-2
839,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,92%,36patients,al_pn-3b
840,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,94%,16patients,al_pn-4
841,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,98%,44patients,al_pn-5c
842,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pnx6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),95%,38patients,al_pnx6
843,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,81%,37patients,al_pn-7
844,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,50%,2patients,al_scip-card-2
845,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,100%,4patiexts,al_scip-inf-1
846,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntaxynon-pxofit-pxivate,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,100%,4patients,al_scip-inf-2
847,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),100%,4patients,al_scip-inf-3
848,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecaxehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,0patients,al_scip-inf-4
849,10043,chiltonmedicalcenter,x0x0laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,5patients,al_scip-inf-6
850,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,,0patients,al_scip-vte-1
851,10043,chiltonmedicalcenter,1010laydamroad,,,clanton,al,35045,chilton,2057552500,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfxctionprxvxntion,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,,0patients,al_scip-vte-2
852,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,67%,3patients,al_ami-1
853,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,67%,3patients,al_ami-2
854,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,1patients,al_ami-3
855,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilxon,al,35570,marion,x059x16x00,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,,0patients,al_ami-4
856,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,33%,3patients,al_ami-5
857,10044,marionregionalmedicalcenter,1256militarystreetsxuth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
858,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
859,1xx44,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,74%,38patients,al_hf-1
860,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,80x,46patients,al_hf-2
861,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),78%,18patients,al_hf-3
862,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,80%,10patients,al_hf-4
863,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,96%,101patients,al_pn-2
864,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,99%,78patients,al_pn-3b
865,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,20x9216200,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,px-4,pneumoniapatientsgivensmokingcessationadvice/counseling,90%,42patients,al_pn-4
866,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yxs,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,98%,121patiexts,al_pn-5c
867,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),76%,97patients,al_pn-6
868,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluxtaryxox-profit-private,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,91%,85patients,al_pn-7
869,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,surgicalixfectioxprevextiox,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,67%,3patients,al_scip-card-2
870,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,80%,15patients,al_scip-inf-1
871,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,87%,15patients,al_scip-inf-2
872,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntaxynon-pxofit-pxivate,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),87%,15patiexts,al_scip-inf-3
873,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,0patients,al_scip-inf-4
874,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,19patients,al_scip-inf-6
875,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,100%,4patients,al_scip-vte-1
876,10044,marionregionalmedicalcenter,1256militarystreetsouth,,,hamilton,al,35570,marion,2059216200,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,100%,4patients,al_scip-vte-2
877,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehoxpitalx,voluntarynon-profit-other,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,100%,18patients,al_ami-1
878,1xx45,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,100%,12patients,al_ami-2
879,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),0%,1patients,al_ami-3
880,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,1patients,al_ami-4
881,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,x0593x5966,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,82%,11patients,al_ami-5
882,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
883,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,x0593x5966,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
884,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,xl,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,87%,67patients,al_hf-1
885,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,94%,85patients,al_hf-2
886,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,xl,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),89%,19patients,al_hf-3
887,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,16patients,al_hf-4
888,x0045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,x5%,117patients,al_pn-2
889,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yex,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,100%,41patients,al_pn-3b
890,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,34patients,al_pn-4
891,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,97%,109patients,al_pn-5c
892,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),87%,79patients,al_pn-6
893,10045,fayettemedicalcenter,1653templeavenuenorth,,,fayette,al,35555,fayette,2059325966,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaxxination,87%,86patients,al_pn-7
