index,attribute,correct_val
1949,abv,0.058
1949,ibu,60
1949,brewery_id,133
1949,brewery-name,Southern Prohibition Brewing Com...
1949,city,Hattiesburg
1949,state,MS
1950,id,2296
1950,beer-name,Suzy B Dirty Blonde Ale
1950,style,American Blonde Ale
1950,ounces,12
1950,abv,0.05
1950,ibu,20
1950,brewery_id,133
1950,brewery-name,Southern Prohibition Brewing Com...
1950,city,Hattiesburg
1950,state,MS
1951,id,1745
1951,beer-name,Mississippi Fire Ant
1951,style,American Amber / Red Ale
1951,ounces,16
1951,abv,0.08
1951,ibu,80
1951,brewery_id,133
1951,brewery-name,Southern Prohibition Brewing Com...
1951,city,Hattiesburg
1951,state,MS
1952,id,1120
1952,beer-name,Hipster Breakfast
1952,style,Oatmeal Stout
1952,ounces,16
1952,abv,0.058
1952,ibu,40
1952,brewery_id,133
1952,brewery-name,Southern Prohibition Brewing Com...
1952,city,Hattiesburg
1952,state,MS
1953,id,1118
1953,beer-name,Suzy B Dirty Blonde Ale
1953,style,American Blonde Ale
1953,ounces,16
1953,abv,0.05
1953,ibu,20
1953,brewery_id,133
1953,brewery-name,Southern Prohibition Brewing Com...
1953,city,Hattiesburg
1953,state,MS
1954,id,1117
1954,beer-name,Devil's Harvest Extra Pale Ale
1954,style,American Pale Ale (APA)
1954,ounces,16
1954,abv,0.058
1954,ibu,60
1954,brewery_id,133
1954,brewery-name,Southern Prohibition Brewing Com...
1954,city,Hattiesburg
1954,state,MS
1955,id,2387
1955,beer-name,Pine Belt Pale Ale
1955,style,American Pale Ale (APA)
1955,ounces,12
1955,abv,0.065
1955,ibu,45
1955,brewery_id,118
1955,brewery-name,Southern Star Brewing Company
1955,city,Conroe
1955,state,TX
1956,id,2267
1956,beer-name,Walloon
1956,style,Saison / Farmhouse Ale
1956,ounces,12
1956,abv,0.055
1956,ibu,""
1956,brewery_id,118
1956,brewery-name,Southern Star Brewing Company
1956,city,Conroe
1956,state,TX
1957,id,1740
1957,beer-name,Le Mort Vivant
1957,style,Bière de Garde
1957,ounces,12
1957,abv,0.069
1957,ibu,23
1957,brewery_id,118
1957,brewery-name,Southern Star Brewing Company
1957,city,Conroe
1957,state,TX
1958,id,1728
1958,beer-name,Red Cockaded Ale
1958,style,American Double / Imperial IPA
1958,ounces,12
1958,abv,0.085
1958,ibu,110
1958,brewery_id,118
1958,brewery-name,Southern Star Brewing Company
1958,city,Conroe
1958,state,TX
1959,id,1497
1959,beer-name,Valkyrie Double IPA
1959,style,American Double / Imperial IPA
1959,ounces,12
1959,abv,0.092
1959,ibu,100
1959,brewery_id,118
1959,brewery-name,Southern Star Brewing Company
1959,city,Conroe
1959,state,TX
1960,id,1011
1960,beer-name,Red Cockaded Ale (2013)
1960,style,American Double / Imperial IPA
1960,ounces,12
1960,abv,0.085
1960,ibu,110
1960,brewery_id,118
1960,brewery-name,Southern Star Brewing Company
1960,city,Conroe
1960,state,TX
1961,id,1010
1961,beer-name,Old Potentate
1961,style,Old Ale
1961,ounces,12
1961,abv,0.072
1961,ibu,40
1961,brewery_id,118
1961,brewery-name,Southern Star Brewing Company
1961,city,Conroe
1961,state,TX
1962,id,856
1962,beer-name,Bombshell Blonde
1962,style,American Blonde Ale
1962,ounces,16
1962,abv,0.05
1962,ibu,20
1962,brewery_id,118
1962,brewery-name,Southern Star Brewing Company
1962,city,Conroe
1962,state,TX
1963,id,853
1963,beer-name,PRO-AM (2012) (2012)
1963,style,American Double / Imperial IPA
1963,ounces,12
1963,abv,0.099
1963,ibu,100
1963,brewery_id,118
1963,brewery-name,Southern Star Brewing Company
1963,city,Conroe
1963,state,TX
1964,id,691
1964,beer-name,Walloon (2014)
1964,style,Saison / Farmhouse Ale
1964,ounces,12
1964,abv,0.055
1964,ibu,""
1964,brewery_id,118
1964,brewery-name,Southern Star Brewing Company
1964,city,Conroe
1964,state,TX
1965,id,555
1965,beer-name,Le Mort Vivant (2011)
1965,style,Bière de Garde
1965,ounces,12
1965,abv,0.069
1965,ibu,23
1965,brewery_id,118
1965,brewery-name,Southern Star Brewing Company
1965,city,Conroe
1965,state,TX
1966,id,46
1966,beer-name,Buried Hatchet Stout
1966,style,Foreign / Export Stout
1966,ounces,12
1966,abv,0.083
1966,ibu,50
1966,brewery_id,118
1966,brewery-name,Southern Star Brewing Company
1966,city,Conroe
1966,state,TX
1967,id,45
1967,beer-name,Pine Belt Pale Ale
1967,style,American Pale Ale (APA)
1967,ounces,16
1967,abv,0.065
1967,ibu,45
1967,brewery_id,118
1967,brewery-name,Southern Star Brewing Company
1967,city,Conroe
1967,state,TX
1968,id,44
1968,beer-name,Bombshell Blonde
1968,style,American Blonde Ale
1968,ounces,12
1968,abv,0.05
1968,ibu,20
1968,brewery_id,118
1968,brewery-name,Southern Star Brewing Company
1968,city,Conroe
1968,state,TX
1969,id,2486
1969,beer-name,Baby Daddy Session IPA
1969,style,American IPA
1969,ounces,12
1969,abv,0.047
1969,ibu,35
1969,brewery_id,78
1969,brewery-name,Speakasy Ales & Lagers
1969,city,San Francisco
1969,state,CA
1970,id,763
1970,beer-name,Hopluia (2004)
1970,style,English India Pale Ale (IPA)
1970,ounces,16
1970,abv,""
1970,ibu,""
1970,brewery_id,508
1970,brewery-name,Spilker Ales
1970,city,Cortland
1970,state,NE
1971,id,2271
1971,beer-name,Ball & Chain (2014)
1971,style,American Pale Ale (APA)
1971,ounces,16
1971,abv,0.058
1971,ibu,""
1971,brewery_id,175
1971,brewery-name,Spiteful Brewing Company
1971,city,Chicago
1971,state,IL
1972,id,2206
1972,beer-name,Bitter Biker Double IPA
1972,style,American Double / Imperial IPA
1972,ounces,16
1972,abv,0.096
1972,ibu,""
1972,brewery_id,175
1972,brewery-name,Spiteful Brewing Company
1972,city,Chicago
1972,state,IL
1973,id,2136
1973,beer-name,God Damn Pigeon Porter
1973,style,American Porter
1973,ounces,16
1973,abv,0.082
1973,ibu,""
1973,brewery_id,175
1973,brewery-name,Spiteful Brewing Company
1973,city,Chicago
1973,state,IL
1974,id,2135
1974,beer-name,Working for the Weekend
1974,style,American Double / Imperial IPA
1974,ounces,16
1974,abv,0.079
1974,ibu,""
1974,brewery_id,175
1974,brewery-name,Spiteful Brewing Company
1974,city,Chicago
1974,state,IL
1975,id,2134
1975,beer-name,Angry Adam
1975,style,American Amber / Red Ale
1975,ounces,16
1975,abv,0.06
1975,ibu,""
1975,brewery_id,175
1975,brewery-name,Spiteful Brewing Company
1975,city,Chicago
1975,state,IL
1976,id,2109
1976,beer-name,Freedom Fries
1976,style,American Stout
1976,ounces,16
1976,abv,0.055
1976,ibu,""
1976,brewery_id,175
1976,brewery-name,Spiteful Brewing Company
1976,city,Chicago
1976,state,IL
1977,id,1821
1977,beer-name,Bitter Biker Double IPA
1977,style,American Double / Imperial IPA
1977,ounces,12
1977,abv,0.096
1977,ibu,""
1977,brewery_id,175
1977,brewery-name,Spiteful Brewing Company
1977,city,Chicago
1977,state,IL
1978,id,1820
1978,beer-name,Ghost Bike Pale Ale
1978,style,American Pale Ale (APA)
1978,ounces,16
1978,abv,0.073
1978,ibu,""
1978,brewery_id,175
1978,brewery-name,Spiteful Brewing Company
1978,city,Chicago
1978,state,IL
1979,id,1819
1979,beer-name,Spiteful IPA
1979,style,American IPA
1979,ounces,12
1979,abv,0.062
1979,ibu,""
1979,brewery_id,175
1979,brewery-name,Spiteful Brewing Company
1979,city,Chicago
1979,state,IL
1980,id,1634
1980,beer-name,Alley Time
1980,style,American Pale Ale (APA)
1980,ounces,12
1980,abv,0.06
1980,ibu,""
1980,brewery_id,175
1980,brewery-name,Spiteful Brewing Company
1980,city,Chicago
1980,state,IL
1981,id,1633
1981,beer-name,Fat Badger
1981,style,Irish Red Ale
1981,ounces,12
1981,abv,0.058
1981,ibu,""
1981,brewery_id,175
1981,brewery-name,Spiteful Brewing Company
1981,city,Chicago
1981,state,IL
1982,id,1632
1982,beer-name,In the Weeds
1982,style,American Pale Wheat Ale
1982,ounces,12
1982,abv,0.055
1982,ibu,""
1982,brewery_id,175
1982,brewery-name,Spiteful Brewing Company
1982,city,Chicago
1982,state,IL
1983,id,855
1983,beer-name,Special Amber
1983,style,Vienna Lager
1983,ounces,12
1983,abv,0.05
1983,ibu,22
1983,brewery_id,498
1983,brewery-name,Sprecher Brewing Company
1983,city,Glendale
1983,state,WI
1984,id,445
1984,beer-name,Special Amber
1984,style,Vienna Lager
1984,ounces,12
1984,abv,0.05
1984,ibu,22
1984,brewery_id,498
1984,brewery-name,Sprecher Brewing Company
1984,city,Glendale
1984,state,WI
1985,id,1587
1985,beer-name,Seven Gates Pale Ale
1985,style,American Pale Ale (APA)
1985,ounces,12
1985,abv,0.056
1985,ibu,""
1985,brewery_id,372
1985,brewery-name,Spring House Brewing Company
1985,city,Conestoga
1985,state,PA
1986,id,2242
1986,beer-name,Gunga Din
1986,style,Cider
1986,ounces,16
1986,abv,0.052
1986,ibu,""
1986,brewery_id,186
1986,brewery-name,St. Julian Winery
1986,city,Paw Paw
1986,state,MI
1987,id,1544
1987,beer-name,Starr Pils
1987,style,German Pilsener
1987,ounces,12
1987,abv,0.042
1987,ibu,20
1987,brewery_id,383
1987,brewery-name,Starr Hill Brewery
1987,city,Crozet
1987,state,VA
1988,id,1205
1988,beer-name,Northern Lights India Pale Ale
1988,style,American IPA
1988,ounces,16
1988,abv,0.065
1988,ibu,52
1988,brewery_id,383
1988,brewery-name,Starr Hill Brewery
1988,city,Crozet
1988,state,VA
1989,id,369
1989,beer-name,Festie
1989,style,Märzen / Oktoberfest
1989,ounces,12
1989,abv,0.048
1989,ibu,12
1989,brewery_id,383
1989,brewery-name,Starr Hill Brewery
1989,city,Crozet
1989,state,VA
1990,id,368
1990,beer-name,Northern Lights India Pale Ale
1990,style,American IPA
1990,ounces,12
1990,abv,0.065
1990,ibu,52
1990,brewery_id,383
1990,brewery-name,Starr Hill Brewery
1990,city,Crozet
1990,state,VA
1991,id,2386
1991,beer-name,Third Eye Enlightened Pale Ale
1991,style,American Pale Ale (APA)
1991,ounces,12
1991,abv,0.065
1991,ibu,65
1991,brewery_id,119
1991,brewery-name,Steamworks Brewing Company
1991,city,Durango
1991,state,CO
1992,id,92
1992,beer-name,Colorado Kölsch
1992,style,Kölsch
1992,ounces,12
1992,abv,0.049
1992,ibu,17
1992,brewery_id,119
1992,brewery-name,Steamworks Brewing Company
1992,city,Durango
1992,state,CO
1993,id,91
1993,beer-name,Steam Engine Lager
1993,style,American Amber / Red Lager
1993,ounces,12
1993,abv,0.057
1993,ibu,25
1993,brewery_id,119
1993,brewery-name,Steamworks Brewing Company
1993,city,Durango
1993,state,CO
1994,id,90
1994,beer-name,Third Eye Pale Ale
1994,style,American IPA
1994,ounces,12
1994,abv,0.065
1994,ibu,65
1994,brewery_id,119
1994,brewery-name,Steamworks Brewing Company
1994,city,Durango
1994,state,CO
1995,id,2366
1995,beer-name,Point Special (Current)
1995,style,American Adjunct Lager
1995,ounces,12
1995,abv,0.047
1995,ibu,9
1995,brewery_id,131
1995,brewery-name,Stevens Point Brewery
1995,city,Stevens Point
1995,state,WI
1996,id,2365
1996,beer-name,Point Special
1996,style,American Adjunct Lager
1996,ounces,12
1996,abv,0.047
1996,ibu,9
1996,brewery_id,131
1996,brewery-name,Stevens Point Brewery
1996,city,Stevens Point
1996,state,WI
1997,id,2270
1997,beer-name,Point Cascade Pale Ale (2013)
1997,style,American Pale Ale (APA)
1997,ounces,12
1997,abv,0.054
1997,ibu,33
1997,brewery_id,131
1997,brewery-name,Stevens Point Brewery
1997,city,Stevens Point
1997,state,WI
1998,id,2228
1998,beer-name,Point Special
1998,style,American Adjunct Lager
1998,ounces,12
1998,abv,0.047
1998,ibu,9
1998,brewery_id,131
1998,brewery-name,Stevens Point Brewery
1998,city,Stevens Point
1998,state,WI
1999,id,2151
1999,beer-name,Onyx Black Ale
1999,style,American Black Ale
1999,ounces,12
1999,abv,0.052
1999,ibu,9
1999,brewery_id,131
1999,brewery-name,Stevens Point Brewery
1999,city,Stevens Point
1999,state,WI
2000,id,2150
2000,beer-name,Beyond The Pale IPA
2000,style,American IPA
2000,ounces,12
2000,abv,0.063
2000,ibu,64
2000,brewery_id,131
2000,brewery-name,Stevens Point Brewery
2000,city,Stevens Point
2000,state,WI
2001,id,2122
2001,beer-name,Point Special (2013)
2001,style,American Adjunct Lager
2001,ounces,12
2001,abv,0.047
2001,ibu,9
2001,brewery_id,131
2001,brewery-name,Stevens Point Brewery
2001,city,Stevens Point
2001,state,WI
2002,id,2121
2002,beer-name,Point Special (2012)
2002,style,American Adjunct Lager
2002,ounces,12
2002,abv,0.047
2002,ibu,9
2002,brewery_id,131
2002,brewery-name,Stevens Point Brewery
2002,city,Stevens Point
2002,state,WI
2003,id,2115
2003,beer-name,Point Special Lager
2003,style,American Adjunct Lager
2003,ounces,16
2003,abv,0.047
2003,ibu,9
2003,brewery_id,131
2003,brewery-name,Stevens Point Brewery
2003,city,Stevens Point
2003,state,WI
2004,id,1450
2004,beer-name,St. Benedict's Winter Ale
2004,style,Winter Warmer
2004,ounces,12
2004,abv,0.062
2004,ibu,""
2004,brewery_id,131
2004,brewery-name,Stevens Point Brewery
2004,city,Stevens Point
2004,state,WI
2005,id,1357
2005,beer-name,Point Oktoberfest
2005,style,Märzen / Oktoberfest
2005,ounces,16
2005,abv,0.057
2005,ibu,15
2005,brewery_id,131
2005,brewery-name,Stevens Point Brewery
2005,city,Stevens Point
2005,state,WI
2006,id,1225
2006,beer-name,Point Nude Beach Summer Wheat
2006,style,American Pale Wheat Ale
2006,ounces,16
2006,abv,0.052
2006,ibu,7
2006,brewery_id,131
2006,brewery-name,Stevens Point Brewery
2006,city,Stevens Point
2006,state,WI
2007,id,816
2007,beer-name,Point Nude Beach Summer Wheat
2007,style,American Pale Wheat Ale
2007,ounces,12
2007,abv,0.05
2007,ibu,7
2007,brewery_id,131
2007,brewery-name,Stevens Point Brewery
2007,city,Stevens Point
2007,state,WI
2008,id,772
2008,beer-name,Point Nude Beach Summer Wheat (2011)
2008,style,American Pale Wheat Ale
2008,ounces,12
2008,abv,0.05
2008,ibu,7
2008,brewery_id,131
2008,brewery-name,Stevens Point Brewery
2008,city,Stevens Point
2008,state,WI
2009,id,684
2009,beer-name,Drop Dead Blonde
2009,style,American Blonde Ale
2009,ounces,12
2009,abv,0.035
2009,ibu,""
2009,brewery_id,131
2009,brewery-name,Stevens Point Brewery
2009,city,Stevens Point
2009,state,WI
2010,id,650
2010,beer-name,Three Kings Ale
2010,style,Kölsch
2010,ounces,12
2010,abv,0.049
2010,ibu,13
2010,brewery_id,131
2010,brewery-name,Stevens Point Brewery
2010,city,Stevens Point
2010,state,WI
2011,id,456
2011,beer-name,Point Oktoberfest
2011,style,Märzen / Oktoberfest
2011,ounces,12
2011,abv,0.057
2011,ibu,15
2011,brewery_id,131
2011,brewery-name,Stevens Point Brewery
2011,city,Stevens Point
2011,state,WI
2012,id,357
2012,beer-name,2012 Black Ale
2012,style,American Brown Ale
2012,ounces,12
2012,abv,0.054
2012,ibu,32
2012,brewery_id,131
2012,brewery-name,Stevens Point Brewery
2012,city,Stevens Point
2012,state,WI
2013,id,141
2013,beer-name,Point Nude Beach Summer Wheat (2010)
2013,style,American Pale Wheat Ale
2013,ounces,12
2013,abv,0.05
2013,ibu,7
2013,brewery_id,131
2013,brewery-name,Stevens Point Brewery
2013,city,Stevens Point
2013,state,WI
2014,id,140
2014,beer-name,Point Cascade Pale Ale
2014,style,American Pale Ale (APA)
2014,ounces,12
2014,abv,0.054
2014,ibu,33
2014,brewery_id,131
2014,brewery-name,Stevens Point Brewery
2014,city,Stevens Point
2014,state,WI
2015,id,139
2015,beer-name,Point Amber Classic
2015,style,American Amber / Red Lager
2015,ounces,12
2015,abv,0.047
2015,ibu,14
2015,brewery_id,131
2015,brewery-name,Stevens Point Brewery
2015,city,Stevens Point
2015,state,WI
2016,id,138
2016,beer-name,Point Special Lager
2016,style,American Adjunct Lager
2016,ounces,12
2016,abv,0.047
2016,ibu,9
2016,brewery_id,131
2016,brewery-name,Stevens Point Brewery
2016,city,Stevens Point
2016,state,WI
2017,id,953
2017,beer-name,Wisco Disco
2017,style,American Amber / Red Ale
2017,ounces,16
2017,abv,0.051
2017,ibu,31
2017,brewery_id,486
2017,brewery-name,Stillmank Beer Company
2017,city,Green Bay
2017,state,WI
2018,id,1983
2018,beer-name,Brontide
2018,style,American Black Ale
2018,ounces,12
2018,abv,0.05
2018,ibu,""
2018,brewery_id,255
2018,brewery-name,Stillwater Artisanal Ales
2018,city,Baltimore
2018,state,MD
2019,id,1631
2019,beer-name,Brontide
2019,style,American Black Ale
2019,ounces,12
2019,abv,0.05
2019,ibu,""
2019,brewery_id,255
2019,brewery-name,Stillwater Artisanal Ales
2019,city,Baltimore
2019,state,MD
2020,id,1344
2020,beer-name,Classique
2020,style,Saison / Farmhouse Ale
2020,ounces,12
2020,abv,0.045
2020,ibu,""
2020,brewery_id,255
2020,brewery-name,Stillwater Artisanal Ales
2020,city,Baltimore
2020,state,MD
2021,id,922
2021,beer-name,Sunsplash Golden Ale (2004)
2021,style,American Blonde Ale
2021,ounces,12
2021,abv,0.045
2021,ibu,""
2021,brewery_id,492
2021,brewery-name,Stone Coast Brewing Company
2021,city,Portland
2021,state,ME
2022,id,1410
2022,beer-name,Sand Island Lighthouse
2022,style,Kölsch
2022,ounces,12
2022,abv,0.051
2022,ibu,25
2022,brewery_id,412
2022,brewery-name,Straight to Ale
2022,city,Huntsville
2022,state,AL
2023,id,925
2023,beer-name,Lily Flagg Milk Stout
2023,style,Milk / Sweet Stout
2023,ounces,12
2023,abv,0.05
2023,ibu,30
2023,brewery_id,412
2023,brewery-name,Straight to Ale
2023,city,Huntsville
2023,state,AL
2024,id,637
2024,beer-name,Monkeynaut IPA
2024,style,American IPA
2024,ounces,12
2024,abv,0.072
2024,ibu,70
2024,brewery_id,412
2024,brewery-name,Straight to Ale
2024,city,Huntsville
2024,state,AL
2025,id,2369
2025,beer-name,Straub Beer (Current)
2025,style,American Adjunct Lager
2025,ounces,12
2025,abv,0.05
2025,ibu,""
2025,brewery_id,129
2025,brewery-name,Straub Brewery
2025,city,St Mary's
2025,state,PA
2026,id,2233
2026,beer-name,American Lager
2026,style,American Adjunct Lager
2026,ounces,12
2026,abv,0.041
2026,ibu,8
2026,brewery_id,129
2026,brewery-name,Straub Brewery
2026,city,St Mary's
2026,state,PA
2027,id,2232
2027,beer-name,American Amber
2027,style,American Amber / Red Lager
2027,ounces,12
2027,abv,0.041
2027,ibu,8
2027,brewery_id,129
2027,brewery-name,Straub Brewery
2027,city,St Mary's
2027,state,PA
2028,id,2231
2028,beer-name,American Light
2028,style,Light Lager
2028,ounces,12
2028,abv,0.032
2028,ibu,13
2028,brewery_id,129
2028,brewery-name,Straub Brewery
2028,city,St Mary's
2028,state,PA
2029,id,2352
2029,beer-name,Extra Pale Ale
2029,style,American Pale Ale (APA)
2029,ounces,12
2029,abv,0.053
2029,ibu,49
2029,brewery_id,138
2029,brewery-name,Summit Brewing Company
2029,city,St Paul
2029,state,MN
2030,id,2549
2030,beer-name,Make It So
2030,style,Extra Special / Strong Bitter (ESB)
2030,ounces,12
2030,abv,0.053
2030,ibu,40
2030,brewery_id,58
2030,brewery-name,Summit Brewing Company
2030,city,St. Paul
2030,state,MN
2031,id,2473
2031,beer-name,Hopvale Organic Ale
2031,style,American Pale Ale (APA)
2031,ounces,16
2031,abv,0.047
2031,ibu,55
2031,brewery_id,58
2031,brewery-name,Summit Brewing Company
2031,city,St. Paul
2031,state,MN
2032,id,2415
2032,beer-name,Unchained #18 Hop Silo
2032,style,American Double / Imperial IPA
2032,ounces,16
2032,abv,0.083
2032,ibu,100
2032,brewery_id,58
2032,brewery-name,Summit Brewing Company
2032,city,St. Paul
2032,state,MN
2033,id,2605
2033,beer-name,Tip Off
2033,style,Altbier
2033,ounces,16
2033,abv,0.052
2033,ibu,29
2033,brewery_id,25
2033,brewery-name,Sun King Brewing Company
2033,city,Indianapolis
2033,state,IN
2034,id,2215
2034,beer-name,Java Mac
2034,style,Scottish Ale
2034,ounces,16
2034,abv,0.054
2034,ibu,""
2034,brewery_id,25
2034,brewery-name,Sun King Brewing Company
2034,city,Indianapolis
2034,state,IN
2035,id,2164
2035,beer-name,Cowbell
2035,style,American Porter
2035,ounces,16
2035,abv,0.054
2035,ibu,23
2035,brewery_id,25
2035,brewery-name,Sun King Brewing Company
2035,city,Indianapolis
2035,state,IN
2036,id,2085
2036,beer-name,Hop Up Offa That Brett (2014)
2036,style,Belgian Pale Ale
2036,ounces,16
2036,abv,0.058
2036,ibu,20
2036,brewery_id,25
2036,brewery-name,Sun King Brewing Company
2036,city,Indianapolis
2036,state,IN
2037,id,2084
2037,beer-name,PV Muckle (2013)
2037,style,Scotch Ale / Wee Heavy
2037,ounces,16
2037,abv,0.083
2037,ibu,23
2037,brewery_id,25
2037,brewery-name,Sun King Brewing Company
2037,city,Indianapolis
2037,state,IN
2038,id,2083
2038,beer-name,Bourbon Barrel Batch 666: Sympathy for the Devil
2038,style,Belgian Dark Ale
2038,ounces,16
2038,abv,0.099
2038,ibu,36
2038,brewery_id,25
2038,brewery-name,Sun King Brewing Company
2038,city,Indianapolis
2038,state,IN
2039,id,2082
2039,beer-name,Whip Fight
2039,style,Scotch Ale / Wee Heavy
2039,ounces,16
2039,abv,0.09
2039,ibu,30
2039,brewery_id,25
2039,brewery-name,Sun King Brewing Company
2039,city,Indianapolis
2039,state,IN
2040,id,2081
2040,beer-name,Port Barrel Wee Mac
2040,style,Scotch Ale / Wee Heavy
2040,ounces,16
2040,abv,0.053
2040,ibu,23
2040,brewery_id,25
2040,brewery-name,Sun King Brewing Company
2040,city,Indianapolis
2040,state,IN
2041,id,2001
2041,beer-name,Fistful Of Hops Red
2041,style,American IPA
2041,ounces,16
2041,abv,0.064
2041,ibu,75
2041,brewery_id,25
2041,brewery-name,Sun King Brewing Company
2041,city,Indianapolis
2041,state,IN
2042,id,2000
2042,beer-name,Fistful of Hops Orange
2042,style,American IPA
2042,ounces,16
2042,abv,0.063
